0.000000000000000000e+00 0.000000000000000000e+00
7.413497766863601061e-03 1.144860162040100063e-02
2.965399106738900170e-02 3.582300479122699916e-02
6.664759121965400934e-02 5.155709609167500457e-02
1.183080947610200134e-01 6.605809523638400682e-02
1.845246686686800031e-01 7.954665811248699814e-02
2.651372207986399943e-01 9.127985694888500479e-02
3.599363998834300138e-01 1.034135783945420023e-01
4.687005398780900167e-01 1.140508039600900136e-01
5.911710303953799928e-01 1.242216665856999969e-01
7.270523167068700943e-01 1.343865306742600130e-01
8.760242145237000511e-01 1.444634523125900294e-01
1.037704965655390055e+00 1.547828088297200089e-01
1.211725126694400023e+00 1.647338498124500117e-01
1.397665995093800184e+00 1.749924035550000090e-01
1.595059609229400044e+00 1.852930812609700217e-01
1.803462636987300138e+00 1.959016437557500045e-01
2.022345542807900021e+00 2.061522532033400190e-01
2.251178791153400471e+00 2.160011104247700209e-01
2.489432846464200377e+00 2.252870816029400036e-01
2.736528914053300454e+00 2.345471850482600262e-01
2.991863569702700065e+00 2.430226268320200278e-01
3.254821074374400158e+00 2.510356977945200074e-01
3.524761059510300054e+00 2.582880329453500212e-01
3.801055471296000299e+00 2.644953762650000262e-01
4.083026996833300615e+00 2.696113428285399904e-01
4.369998323180399602e+00 2.740892572431199992e-01
4.661267507864500281e+00 2.775992957253100024e-01
4.956144923189199858e+00 2.795341881152800245e-01
5.253916311905300063e+00 2.806235102911500134e-01
5.553855101954500384e+00 2.804157479123200458e-01
5.855259350864000290e+00 2.790945965772700377e-01
6.157390171810001256e+00 2.765837668197600463e-01
6.459520992756000446e+00 2.728509666812900525e-01
6.760925241665501240e+00 2.671541874537999850e-01
7.060864031714700673e+00 2.596786362496700251e-01
7.358635420430800878e+00 2.500385953847500398e-01
7.653512835755500454e+00 2.369650150236800035e-01
7.944782020439601133e+00 2.217073978846700044e-01
8.231753346786700121e+00 2.045589130142400069e-01
8.513724872323999548e+00 1.854937444272900249e-01
8.790019284109702014e+00 1.643052460270700010e-01
9.059959269245601021e+00 1.407479836199300172e-01
9.322916773917301114e+00 1.149103520300800013e-01
9.578251429566700281e+00 8.642229369275000739e-02
9.825347497155799914e+00 5.496639424615500091e-02
1.006360155246660071e+01 1.932460557765200079e-02
1.029243480081210116e+01 -2.120420839255000162e-02
1.051131770663270082e+01 -6.767865965788399940e-02
1.071972073439060047e+01 -1.212830066714000177e-01
1.091711434854800089e+01 -1.782834291982900166e-01
1.110305521688200159e+01 -2.391211045613200192e-01
1.127707537793300041e+01 -2.960396678800200077e-01
1.143875612912900053e+01 -3.488625152267100238e-01
1.158772802696000070e+01 -3.976940877984700418e-01
1.172360931320499944e+01 -4.425152122151700396e-01
1.184607980374300240e+01 -4.831420380111300372e-01
1.195484394376600079e+01 -5.194043700161300459e-01
1.204964312281700067e+01 -5.511505997432201154e-01
1.213025567489900247e+01 -5.782485145665700044e-01
1.219647224883500058e+01 -6.005776859757000485e-01
1.224813275240100197e+01 -6.180424785663400922e-01
1.228512635254400109e+01 -6.305726218032000618e-01
1.230736684585100171e+01 -6.381152719445500887e-01
1.231478034362000251e+01 -6.406310819839999837e-01
0.000000000000000000e+00 0.000000000000000000e+00
7.413497766863601061e-03 -1.950969026003300175e-02
2.965399106738900170e-02 -4.908160919296400415e-02
6.664759121965400934e-02 -7.387314645740000740e-02
1.183080947610200134e-01 -1.009470847094540158e-01
1.845246686686800031e-01 -1.320118517005900161e-01
2.651372207986399943e-01 -1.638260907230900121e-01
3.599363998834300138e-01 -1.978393742343100004e-01
4.687005398780900167e-01 -2.333483345188700209e-01
5.911710303953799928e-01 -2.697715835585000055e-01
7.270523167068700943e-01 -3.080775981426400190e-01
8.760242145237000511e-01 -3.476180224635100346e-01
1.037704965655390055e+00 -3.861682936848700454e-01
1.211725126694400023e+00 -4.238986389629900708e-01
1.397665995093800184e+00 -4.583934798755000539e-01
1.595059609229400044e+00 -4.871247566621100256e-01
1.803462636987300138e+00 -5.091557461626800007e-01
2.022345542807900021e+00 -5.209134205989700561e-01
2.251178791153400471e+00 -5.253700959122900027e-01
2.489432846464200377e+00 -5.299584971577200321e-01
2.736528914053300454e+00 -5.345871115704100562e-01
2.991863569702700065e+00 -5.392463750881499873e-01
3.254821074374400158e+00 -5.439289294523000917e-01
3.524761059510300054e+00 -5.486838449597499778e-01
3.801055471296000299e+00 -5.534574008929200595e-01
4.083026996833300615e+00 -5.582774143929799537e-01
4.369998323180399602e+00 -5.631253168673900911e-01
4.661267507864500281e+00 -5.680480233560400993e-01
4.956144923189199858e+00 -5.729246203191601383e-01
5.253916311905300063e+00 -5.778441574093601263e-01
5.553855101954500384e+00 -5.826812828924500254e-01
5.855259350864000290e+00 -5.875799622135300382e-01
6.157390171810001256e+00 -5.924021015198801532e-01
6.459520992756000446e+00 -5.973624311951800658e-01
6.760925241665501240e+00 -6.020773789216200544e-01
7.060864031714700673e+00 -6.069935573719300592e-01
7.358635420430800878e+00 -6.113298756973000181e-01
7.653512835755500454e+00 -6.158325762006700010e-01
7.944782020439601133e+00 -6.204037686023999854e-01
8.231753346786700121e+00 -6.249463395312500058e-01
8.513724872323999548e+00 -6.290520372621900558e-01
8.790019284109702014e+00 -6.330164793436201531e-01
9.059959269245601021e+00 -6.369584895978300798e-01
9.322916773917301114e+00 -6.405883351106499424e-01
9.578251429566700281e+00 -6.443898144443600540e-01
9.825347497155799914e+00 -6.473744421820100126e-01
1.006360155246660071e+01 -6.504749122627699887e-01
1.029243480081210116e+01 -6.534657254757401112e-01
1.051131770663270082e+01 -6.553896338550500023e-01
1.071972073439060047e+01 -6.556608472484800609e-01
1.091711434854800089e+01 -6.538936357497100449e-01
1.110305521688200159e+01 -6.521037456204700211e-01
1.127707537793300041e+01 -6.504572964708400518e-01
1.143875612912900053e+01 -6.489201193655900202e-01
1.158772802696000070e+01 -6.475049209459300403e-01
1.172360931320499944e+01 -6.462160850883099661e-01
1.184607980374300240e+01 -6.450560896363201069e-01
1.195484394376600079e+01 -6.440272183459700983e-01
1.204964312281700067e+01 -6.431314502986500425e-01
1.213025567489900247e+01 -6.423704656792200707e-01
1.219647224883500058e+01 -6.417458830548401494e-01
1.224813275240100197e+01 -6.412589148292400232e-01
1.228512635254400109e+01 -6.409103713378501155e-01
1.230736684585100171e+01 -6.407008957820400363e-01
1.231478034362000251e+01 -6.406310819839999837e-01
